"","user_id","session_id","test_id","ratio","time_total","time_mean","time_sd","time_median","time_trimmed","time_mad","time_min","time_max","time_range","time_skew","time_kurtosis","time_se","time_Q0.25","time_Q0.75","time_trend","fitts_a","fitts_b","distance_total","distance_mean","distance_sd","distance_median","distance_trimmed","distance_mad","distance_min","distance_max","distance_range","distance_skew","distance_kurtosis","distance_se","distance_Q0.25","distance_Q0.75","distance_trend","pause_total","pause_number","pause_mean","pause_sd","pause_median","pause_trimmed","pause_mad","pause_min","pause_max","pause_range","pause_skew","pause_kurtosis","pause_se","pause_Q0.25","pause_Q0.75","pause_trend","stops","velocity_mean","velocity_sd","velocity_mad","velocity_min","velocity_max","velocity_range","velocity_skew","velocity_kurtosis","velocity_se","velocity_Q0.25","velocity_Q0.75","velocity_trend","acc_n","acc_mean","acc_sd","acc_median","acc_trimmed","acc_mad","acc_min","acc_max","acc_range","acc_skew","acc_kurtosis","acc_se","acc_Q0.25","acc_Q0.75","jerk_line","n_jerk","dec_n","dec_mean","dec_sd","dec_median","dec_trimmed","dec_mad","dec_min","dec_max","dec_range","dec_skew","dec_kurtosis","dec_se","dec_Q0.25","dec_Q0.75","braking_line","n_braking","acc_per_sec_mean","acc_per_sec_sd","acc_per_sec_median","acc_per_sec_trimmed","acc_per_sec_mad","acc_per_sec_min","acc_per_sec_max","acc_per_sec_range","acc_per_sec_skew","acc_per_sec_kurtosis","acc_per_sec_se","acc_per_sec_Q0.25","acc_per_sec_Q0.75","acc_per_sec_max_pos","acc_per_sec_min_pos","missings_distance","missings_mean","missings_sd","missings_median","missings_trimmed","missings_mad","missings_min","missings_max","missings_range","missings_skew","missings_kurtosis","missings_se","missings_Q0.25","missings_Q0.75","missings","hits","missings_trend","accuracy_rate","combo_hits","combo_missings","clicked_through_targets","combo_clicked_through_targets","corr_sat"
"(Intercept)148",1623,"Cuut27ozxgXQqGnG9k205PsH16",66,"0.75",282.71,2.23,1.85,2.04,2.05,0.37,0.14,22.21,22.07,9.96,104.86,0.16,1.79,2.28,1.41,1.58867053952715,0.234795043906321,71575.49,563.59,359.31,490.42,523.88,159.12,0,3822.82,3822.82,6.42,52.88,31.88,415.51,667.51,4.02,22750,97,234.54,390.68,153,148.37,112.68,23,2481,2458,4.06,16.97,39.67,65,206,-1.3,28,250.74,167.17,154.41,0,858.42,858.42,0.47,0.35,14.83,162.93,368.18,2.48,1684,17.72,31.6,5.54,10.13,7.21,0,275.16,275.16,3.46,14.95,0.77,1.69,18.15,212.36,192,1684,-15.44,29.22,-4.33,-8.31,5.93,-276.66,-0.01,276.65,-3.71,18.08,0.71,-14.59,-0.78,-228.7,204,11.9,8.51,11,11.41,8.9,0,32,32,0.34,-0.68,0.51,6,18,53,28,8733.5,68.23,101.26,4.24,57.22,2.97,0,268.76,268.76,0.92,-1.14,8.95,2.83,223.01,37,91,2.01,63.62,90,36,1,1,0.624
"(Intercept)149",1628,"1wpmnTUB6bK71B7VmhurKKUEFV",66,"1",246.25,1.94,1.69,1.74,1.72,0.47,0.88,19.05,18.17,8.47,80.65,0.15,1.38,1.98,-0.49,2.17767042226577,-0.0879392312074077,85524.57,673.42,352.95,621.01,619.15,234.01,280.68,2546.18,2265.5,2.69,10.5,31.32,457.01,773.91,4.27,30050,123,244.31,1448.81,90,99.39,59.3,8,16148,16140,10.75,115.04,130.63,54.5,141.5,-5.9,12,348.53,204.67,184.79,84.06,1277.27,1193.21,1.01,1.46,18.16,355.7,597.72,1.37,1564,16.36,39.31,5.63,9.21,6.59,0,928.6,928.6,11.81,222.67,0.99,2.25,16.49,306.03,171,1564,-12.3,26.24,-3.35,-6.37,4.36,-399.28,-0.01,399.27,-5.59,49.36,0.66,-11.46,-0.89,-227.6,196,12.67,6.26,12,12.85,5.93,0,28,28,-0.18,-0.2,0.4,9,17,189,17,372.16,2.91,1.98,2.24,2.68,1.37,0,13.15,13.15,1.76,5.5,0.17,1.41,3.61,0,128,-0.01,92.35,128,0,0,0,0.207
"(Intercept)150",1640,"cLjlmMldAfBqxvOHDXxA1j6rma",66,"1",111.2,0.88,0.18,0.85,0.86,0.15,0.6,1.89,1.29,1.9,7.16,0.02,0.77,0.95,1.23,0.436556701964659,0.161720454221835,62080.07,488.82,117.17,485.55,482.88,121.49,279.68,927.98,648.3,0.52,0.38,10.4,386.88,561.18,2.67,12763,125,102.1,108.17,84,88.77,48.93,4,1106,1102,6.51,56.69,9.68,56,129,-0.42,35,571.59,201.59,174.87,357.84,1663.52,1305.68,0.96,2.87,17.89,621.94,845.88,2.28,1109,14.78,20.46,7.24,10.44,7.67,0,204.68,204.68,3.2,14.99,0.61,3.16,18.11,133.97,101,1109,-12.32,15.64,-6.61,-9.32,7.88,-191.53,-0.02,191.51,-3.27,20.56,0.47,-16.69,-2.38,-92.86,72,19.81,5.67,20,19.82,5.93,0,33,33,-0.23,0.65,0.54,16,24,50,53,1251.5,9.78,6.21,8.54,8.96,5.4,1.41,32.25,30.83,1.39,2.19,0.55,5.1,12.53,0,128,0.03,74.27,128,0,0,0,0.263
"(Intercept)151",1643,"RnvataUxYY4AYStEqnmF4DyJQd",66,"1",132.12,1.04,0.43,1.09,1.09,0.23,0.01,1.91,1.9,-1.25,1.36,0.04,0.98,1.27,0.62,0.823647130320004,0.0798222753478888,61706.07,485.87,239.99,507.02,495.08,192.7,0,1249.48,1249.48,-0.29,0.56,21.3,365.01,625.04,2.89,15681,112,140.01,87.12,124,129.33,70.42,11,520,509,1.51,3.29,8.23,85,175.25,-0.69,31,474.61,267.53,244.97,0,1311.9,1311.9,-0.23,0.36,23.74,385.33,697.45,2.65,692,21,51.61,7.88,12.71,9.6,0,954.55,954.55,11.79,186.57,1.96,2.64,23.06,236.98,69,692,-12.76,17.71,-5.41,-8.87,7.04,-115.82,-0.03,115.79,-2.35,6.5,0.67,-16.91,-1.4,-87.91,59,10.41,3.07,10,10.41,2.97,0,19,19,-0.08,0.91,0.27,8,12,20,31,8336.46,65.13,140.19,15.29,25.92,10,1,600.93,599.93,2.54,4.92,12.39,9.38,24.77,16,112,0.38,53.43,22,1,15,1,-0.669
"(Intercept)152",1650,"uTUb3jSy02IuDEysMrW7KFqw7Q",66,"1",61.15,0.48,0.1,0.46,0.47,0.07,0.06,0.83,0.77,0.54,3.68,0.01,0.43,0.52,-0.28,0.592547403478044,-0.0409179888547369,62479.74,491.97,134.88,490.13,490.1,121.7,21.69,1049,1027.31,0.29,2.02,11.97,397.39,569.54,2.88,1879,102,18.42,21.71,10,13.71,7.41,1,120,119,2.72,8.23,2.15,7,21,-0.32,45,1040.09,350.7,304.17,389.92,2713.63,2323.71,0.98,2.98,31.12,948.9,1376.28,5.32,1584,28.68,40.31,19.21,21.96,20.93,0,714.29,714.29,6.58,80.81,1.01,7.31,37.41,299.12,85,1584,-32.61,45.05,-20.82,-25.68,19.5,-849.84,85.27,935.1,-8.66,125.84,1.13,-40.82,-11.37,-311.95,99,51.11,11.59,52,51.74,10.38,8,76,68,-0.76,1.71,1.47,44,58,34,61,3438.45,26.86,46.32,20.09,21.16,13.53,0,516.26,516.26,9.24,94.39,4.09,11.98,30.26,21,107,0.15,44.78,25,3,2,1,-0.149
"(Intercept)153",1654,"E3VFpLHw1ie59wCxcmW8D89O05",66,"1.25",99.22,0.78,1.44,0.57,0.59,0.09,0.22,15.01,14.79,8.5,76.03,0.13,0.52,0.66,2.83,-0.336218342242033,0.411652765744244,69466.22,546.98,190.59,528.78,533.37,162.79,23.17,1560.38,1537.21,1.56,6.42,16.91,426.07,641.87,3.01,4015,118,34.03,28.12,21.5,29.3,17.05,7,136,129,1.61,2.35,2.59,15,47,0.07,50,716.68,349.14,286.88,37.29,2310.66,2273.37,0.6,1.91,30.98,821.52,1227.25,5.63,734,73.31,1134.36,11.12,19.55,13,0,30723.39,30723.39,26.88,723.15,41.87,3.99,35.94,357.64,71,734,-26.03,73.84,-8.63,-15.26,10.45,-1416.22,0,1416.21,-12.27,195.8,2.73,-28.8,-3.05,-504.5,54,14.69,7.63,16,15.2,5.93,0,29,29,-0.69,-0.36,0.76,11.75,19.25,35,26,3282.02,25.64,26.09,21.51,22.67,11.64,3,279.72,276.72,7.3,67.55,2.31,14.73,31.48,18,110,-0.14,40.93,28,2,1,1,-0.222
"(Intercept)154",1656,"MmP9Nb5cKgzEh3VFEEmptAH1gG",66,"1",285.74,2.25,2.09,1.8,1.84,0.4,0.7,16.98,16.28,5.2,29.97,0.19,1.53,2.08,-9.4,5.73390439436153,-1.28342419445089,66547.04,523.99,151.06,495.55,512.24,141.05,293.53,1302.44,1008.91,1.46,4.74,13.4,428.52,624.61,3.28,17229,122,141.22,395.35,97,98.61,70.42,8,4401,4393,10.25,107.47,35.79,49.25,137,0.88,18,233.93,187.5,168.71,10.53,1162.87,1152.34,1.02,1.96,16.64,239.24,467.1,2.95,1836,9.06,14.19,4.14,6.14,5.11,0,227.58,227.58,4.84,44.23,0.33,1.38,11,102.84,154,1836,-7.6,11.87,-3.26,-4.91,4.37,-109.61,0,109.61,-3.1,12.89,0.28,-9.2,-0.65,-77.75,164,12.84,7.66,13,12.76,8.15,0,32,32,0.05,-0.69,0.45,7,18,45,25,1196.68,9.35,3.61,9.33,9.3,1.87,2,41.44,39.44,5.22,46.55,0.32,8.06,10.49,1,127,0.03,75.47,120,1,0,0,0.215
"(Intercept)155",1662,"iB1Vrmpg5GcCd88CBKrCB5XSS3",66,"1",94.6,0.74,0.18,0.71,0.73,0.11,0.08,1.72,1.64,1.45,7.6,0.02,0.65,0.81,-0.64,1.01427100064268,-0.0992409321959304,63489.47,499.92,178.58,478.14,482.84,146.79,7,1333.1,1326.1,1.47,4.93,15.85,391.27,593.48,2.96,6032,100,60.32,96.56,40,42.19,34.1,7,820,813,5.57,37.52,9.66,17,64.75,-0.84,27,667,336.84,251.98,0,1975.51,1975.51,0.41,1.51,29.89,632.65,965.48,5.3,813,24.05,34.05,11.12,16.56,11.62,0,278.35,278.35,3.09,12.26,1.19,5,27.01,208.9,87,813,-20.1,32.64,-9.83,-13.52,11.5,-500,-0.11,499.89,-5.93,64.05,1.14,-23.92,-3.46,-173.54,69,17.13,5.7,17,17.38,4.45,0,29,29,-0.62,0.92,0.58,14,20,80,20,3256.19,25.44,48.56,19.27,20.84,9.99,1.41,557.4,555.99,10.27,109.54,4.29,13.89,28.23,11,117,0.18,44.81,34,2,1,1,0.069
"(Intercept)156",1663,"2RWXKAVF2UrJXOd2HAPuxCQ9Zu",66,"1",76.09,0.6,0.11,0.59,0.6,0.08,0.26,1.17,0.9,0.89,5.39,0.01,0.54,0.66,0.87,0.28274459246978,0.116543328845578,63994.95,503.9,148.7,505.73,502.01,144.08,20.43,964.25,943.83,0.03,0.62,13.2,403.03,581.9,2.58,6527,119,54.85,34.67,48,50.69,25.2,8,153,145,0.96,0.22,3.18,28.5,65,0.28,22,853.61,323.07,362.75,229.07,1913.91,1684.84,0.08,-0.3,28.67,855.08,1329.68,4.34,590,36.2,50.92,15.41,25.63,17.09,0,490.14,490.14,3.29,17.07,2.1,6.78,46.37,248.58,49,590,-20.11,23.77,-10.74,-15.55,11.99,-195.04,-0.08,194.96,-2.35,8.13,0.98,-28.08,-4.14,-128.76,33,15.34,4.4,15,15.16,4.45,1,26,25,0.09,0.71,0.5,12,18,8,76,3867.23,30.21,43.7,22.28,23.02,12.23,4.12,331.08,326.96,5.62,33.89,3.86,14.27,30.86,21,107,-0.18,40.27,25,3,2,1,-0.14
"(Intercept)157",1664,"SK5XmZjZZ8YisDUfaFweH5u4jH",66,"1",58.27,0.46,0.1,0.44,0.45,0.05,0.28,1.21,0.92,3.81,23.07,0.01,0.41,0.48,-0.67,0.718682763175858,-0.0957291050236524,62037.09,488.48,113.51,480.03,488.07,124.76,256.98,871.44,614.46,0.18,-0.14,10.07,407.58,568.4,2.46,1400,62,22.58,33.43,14.5,15.26,9.64,1,183,182,3.6,13.8,4.25,8,19.75,-0.47,7,1068.87,272.27,257.22,524.54,2280.42,1755.88,0.56,1.4,24.16,942.48,1332.95,5.9,434,42.54,130.38,18.27,23.62,19.54,0,1404.01,1404.01,8.26,72.81,6.26,7.61,39.52,990.57,24,434,-19.32,25.3,-12.35,-15.43,12.26,-353.55,45.42,398.97,-6.24,70.86,1.21,-25.96,-5.41,-115.77,22,14.73,3.18,15,14.73,2.97,5,23,18,-0.17,0.45,0.41,12,17,32,58,2931.48,22.9,13.76,19.31,21.46,11.67,0,68.6,68.6,1.19,1.62,1.22,13.04,29.3,17,111,0.09,43.62,20,2,0,0,0.355
"(Intercept)158",1679,"XW9KrQhup8SzjmQJmEBoYXXXs0",66,"1",384.54,3.03,1.1,2.97,3,1.19,0.93,6.48,5.55,0.31,-0.41,0.1,2.22,3.79,-11.53,7.02516570236036,-1.4725205967676,63751.21,501.98,112.4,496.85,497.61,127.92,300.38,842.1,541.73,0.36,-0.34,9.97,404.85,577.51,2.76,19124,126,151.78,87.82,150,148.09,93.4,1,591,590,0.96,3.28,7.82,82,207,-0.88,14,166.54,153.06,133.88,45.87,753.91,708.04,1.01,0.34,13.58,163.24,361.96,2.42,1706,8,35.58,3.24,4.49,4.04,0,993.24,993.24,24.27,654.37,0.86,0.92,7.97,110.99,153,1706,-4.6,6.46,-2.26,-3.29,3.05,-74.24,0,74.23,-3.21,17.67,0.16,-6.02,-0.43,-47.99,123,8.86,7.27,8,8.18,8.9,0,31,31,0.67,-0.48,0.37,2,14,30,9,313.13,2.45,1.12,2.24,2.34,1.18,1,7.21,6.21,1,1.71,0.1,1.41,3,0,128,0,93.56,128,0,0,0,0.254
"(Intercept)159",1680,"dNdqxF1JUVuJE4GQy3XB4kkKeI",66,"0.9375",87.4,0.69,0.13,0.66,0.67,0.11,0.48,1.29,0.81,1.46,3.28,0.01,0.6,0.74,0.95,0.360592710564048,0.120692087606862,61941.25,487.73,128.37,485.62,483.68,153.66,251.45,878.88,627.43,0.36,-0.14,11.39,381.02,579.13,2.81,6067,107,56.7,52.18,44,47.14,32.62,1,281,280,2.31,5.84,5.04,23,65,0.04,13,715.19,260.58,225.92,218.6,1655.26,1436.66,0.18,0.23,23.12,717.39,1029.78,3.3,714,22.05,76.4,8.8,11.93,8.25,0,992.48,992.48,10.97,129.65,2.86,4.6,18.45,937.5,80,714,-12.89,15.81,-7.21,-9.51,7.84,-119.2,-0.03,119.17,-2.3,6.4,0.59,-15.5,-2.68,-83.93,71,16.24,4.46,16,15.99,4.45,5,30,25,0.58,0.49,0.48,13,19,40,87,2291.35,17.9,10.5,16.16,17.07,10.4,1,75.06,74.06,1.49,5.25,0.93,10.23,24.78,4,124,0.01,53.75,49,2,0,0,0.109
"(Intercept)160",1683,"zsiKGJSozMYHXeP608OlbuStyd",66,"1",128.51,1.01,0.73,0.89,0.92,0.23,0.06,8.56,8.49,8.66,86.13,0.06,0.75,1.08,-1.22,1.59679857917625,-0.215463930537165,66825.22,526.18,169.88,505.57,510.74,138.34,14.25,1450.71,1436.46,1.52,6.31,15.07,410.78,591.73,3.34,5234,111,47.15,60.64,32,34.9,25.2,1,406,405,3.67,16.23,5.76,15.5,48.5,-0.36,28,523.53,286.59,306.91,171.52,1526.48,1354.96,0.62,-0.31,25.43,452.4,902.33,5.86,2549,52.51,458.47,21.05,28.07,23.7,0,20228.66,20228.66,38.68,1592.49,9.08,8.27,47.15,629.01,202,2549,-36.86,241.36,-20.09,-24.88,23.25,-12066.7,0,12066.7,-48.59,2418.25,4.78,-42.24,-6.68,-281.43,164,39.53,13.19,41,40.63,10.38,0,65,65,-0.9,1.23,1.16,34,47,92,121,1257.8,9.83,43.25,4.74,5.48,3.67,1,492.82,491.82,10.88,118.5,3.82,3,8.06,1,127,0.15,83.49,96,1,1,1,-0.084
"(Intercept)161",1685,"Er2TP9DLrDTFMyuQOt263PkKVs",66,"1.125",80.63,0.63,0.09,0.62,0.63,0.07,0.47,0.95,0.48,0.96,1.5,0.01,0.58,0.68,-0.57,0.884128157827943,-0.0918177759068733,58129.4,457.71,95.62,450.12,455.13,108.35,277.17,723.81,446.65,0.27,-0.67,8.48,381.33,530.38,2.52,3884,207,18.76,35.01,7,10.12,2.97,1,253,252,4.1,18.37,2.43,7,14.5,-0.07,165,760.49,214.52,175.12,338.87,1403.97,1065.1,0.22,-0.14,19.04,691.92,968.43,4.33,2814,36.11,61.62,22.17,26.43,21.79,0,1000,1000,8.18,94.86,1.16,10.48,41.02,923.08,175,2814,-33.14,32.67,-25.51,-28.41,21.11,-589.02,-0.11,588.9,-4.75,48.97,0.62,-42.85,-14.63,-342.31,133,69.49,12.07,71,70.31,10.38,36,95,59,-0.53,0.21,1.34,63,77,50,0,1884.25,14.72,9.45,12.06,13.83,8.93,0,55.47,55.47,1.05,1.53,0.83,7.07,21.22,2,126,0.07,61.63,63,1,0,0,0.104
"(Intercept)162",1689,"GmNeZIN90nGHvdb7LQV1TukpmT",66,"1",112.39,0.88,0.17,0.86,0.86,0.12,0.59,1.63,1.04,1.55,3.57,0.02,0.78,0.93,0.47,0.754109583275866,0.0481886340697686,64334.88,506.57,134.33,486.23,492.31,122.31,302.55,1139.32,836.78,1.63,4.78,11.92,410.11,577.21,2.96,6131,121,50.67,37.41,44,45.11,29.65,3,240,237,1.78,4.89,3.4,24,64,-0.41,30,582.49,222.21,186.56,251.54,1411.79,1160.25,0.97,1.11,19.72,557.28,804.23,3.82,1016,19.15,93.17,7.2,9.76,7.38,0,1995.35,1995.35,15.7,275.77,2.92,3.3,16.71,989.42,70,1016,-10.15,12.46,-5.6,-7.64,6.1,-106.75,-0.03,106.72,-2.66,10.03,0.39,-12.14,-2.27,-82.17,86,17.99,4.53,18,17.98,4.45,6,31,25,0.06,0.2,0.43,15,21,74,80,1240.26,9.69,8.91,7.14,8.44,4.5,0,80.11,80.11,4.32,29.1,0.79,5,12.29,2,126,0.08,75.41,125,2,0,0,0.098
"(Intercept)163",1693,"R89k7jxfTrY8sDudHXjblQPNt9",66,"1",193.74,1.53,0.44,1.45,1.47,0.31,0.82,3.75,2.94,2.1,6.93,0.04,1.26,1.66,-6.24,3.82553288536624,-0.847277081825242,66962.28,527.26,158.01,518.59,514.01,126.82,281.57,1447.92,1166.35,1.87,8.02,14.02,413.41,597.41,3.25,13643,117,116.61,75.89,104,112.38,94.89,9,340,331,0.47,-0.61,7.02,48,176,-1.19,6,347.01,224.59,186.81,135.53,1389.91,1254.38,1.25,2.11,19.93,348.02,601.95,4.34,1431,11.15,15.78,5.46,7.76,6.09,0,143.04,143.04,3.28,15.46,0.42,2.27,13.02,117.69,147,1431,-8.97,13.62,-4.01,-6.08,5.23,-167.17,-0.01,167.16,-3.83,23.54,0.36,-11.19,-1.15,-93.74,116,14.76,6.51,15,14.49,5.93,0,36,36,0.36,0.17,0.47,11,18,99,14,521.96,4.08,3.33,3.61,3.66,2.07,0,29.27,29.27,3.69,23.65,0.29,2.24,5.1,0,128,0.03,89.27,128,0,0,0,0.207
"(Intercept)164",1694,"Nxofad0uZFsnhFDijQjoa1QUCD",66,"1",74.27,0.58,0.09,0.57,0.57,0.05,0.47,1.39,0.92,5.38,43.07,0.01,0.54,0.6,0.11,0.56859623079088,0.00597613436995777,56646.51,446.04,103.11,443.45,440.94,119.2,252.53,813.93,561.41,0.59,0.29,9.15,361.59,516.03,2.67,4760,124,38.39,30.59,37,34.01,22.98,1,205,204,2.73,11.55,2.75,17,47.25,-0.31,11,769.46,250.31,262.48,441.28,1667.6,1226.32,0.32,-0.25,22.21,826.43,1174.95,5.18,541,17.08,33.53,8.67,11.65,9.05,0,497.04,497.04,8.69,101.34,1.44,3.57,21.11,242.31,35,541,-12.44,32.52,-7.63,-9.13,7.73,-721.11,-0.36,720.75,-19.2,414.11,1.4,-14.7,-3.17,-63.9,35,14.44,3.21,14,14.28,2.97,7,25,18,0.68,1.09,0.37,12,16,64,74,2155.75,16.84,8.21,16.34,16.5,10.18,1.41,43.05,41.63,0.39,-0.23,0.73,10.34,23.35,1,127,-0.02,55.78,124,1,0,0,-0.036
"(Intercept)165",1701,"akReiLj27hOCbnxOFpKCwRq8aw",66,"1",88.88,0.7,0.08,0.7,0.7,0.07,0.52,0.95,0.43,0.35,0.02,0.01,0.65,0.75,0.01,0.733971762547012,-0.0125841927174539,67435.76,530.99,103.97,535.1,533.57,118.88,311.7,758.09,446.39,-0.2,-0.91,9.23,455.77,614.51,2.47,1381,81,17.05,12.88,14,15.08,8.9,1,58,57,1.36,1.29,1.43,9,21,-0.06,30,771.48,184.94,162.4,410.13,1440.43,1030.3,0.01,0.21,16.41,719.11,936.42,3.72,822,21.4,98.55,6.76,8.59,6.4,0,1386.48,1386.48,10.91,128.37,3.44,3.27,13.88,969.7,64,822,-10.28,33.59,-5.78,-6.77,5.26,-790.57,0,790.57,-17.9,378.27,1.17,-10.83,-2.8,-138.89,49,18.48,3.73,18,18.4,4.45,11,26,15,0.21,-0.86,0.4,16,21,31,15,978.44,7.64,5.84,6.32,6.8,4.69,1,34.06,33.06,1.88,4.82,0.52,3.16,10.31,0,128,0.02,79.88,128,0,0,0,0.264
"(Intercept)166",1705,"zB2cBka3m0JIiMF3gS92W2OYjw",66,"1",46.11,0.36,0.31,0.2,0.3,0.02,0.16,1.45,1.29,1.56,1.15,0.03,0.19,0.35,-5.76,2.58756151867184,-0.819461754943365,13442.27,105.84,207.79,0,61.88,0,0,1193.78,1193.78,2.18,5.59,18.44,0,9.44,-3.57,20975,40,524.38,1204.03,120.5,175.09,113.42,16,4688,4672,2.76,6.23,190.37,49.25,201.75,47.62,8,294.53,327.64,0,0,1282.66,1282.66,1.66,1.66,29.07,0,128.28,-5.76,225,19.53,23.65,12.19,15.19,13.99,0,191.32,191.32,3.09,14.99,1.58,4.84,26.93,93.14,15,225,-14.24,17.98,-8.66,-10.52,9.63,-111.45,0,111.44,-2.5,7.43,1.2,-19.24,-2.88,-85.69,13,9.6,8.61,12,9.23,13.34,0,27,27,0.12,-1.54,1.26,0,16,22,27,28707.46,224.28,124.52,260.8,230.4,105.04,5,406.32,401.32,-0.61,-1.01,11.01,149.6,315.2,102,26,2.81,9.01,10,99,97,97,-0.749
"(Intercept)167",1706,"lYgDeOCozL5MCjuLmZAnkGntWm",66,"1",87.01,0.69,0.16,0.66,0.67,0.09,0.46,1.84,1.38,3.54,20.26,0.01,0.6,0.73,0.07,0.697770534731293,-0.00466672353904482,63767,502.1,141.19,483.21,491.64,138.86,258.04,937.08,679.04,0.75,0.56,12.53,398.52,581.99,3.26,6211,110,56.46,104.46,24,38.06,23.72,7,973,966,6.52,51.93,9.96,16,63,0.14,31,736.95,303.9,277.63,401.31,1890.58,1489.27,0.88,0.82,26.97,717.37,1095.72,5.69,745,20.2,37.78,10.33,14.14,11.13,0,614.89,614.89,9.6,129.02,1.38,4.51,24.04,162.44,52,745,-17.56,36.32,-7.79,-11.23,8.9,-562.5,-0.07,562.43,-8.25,94.89,1.33,-19.31,-2.85,-319.44,62,16.94,4.98,17.5,17.18,3.71,1,28,27,-0.67,1.04,0.53,14,20,53,60,2231.11,17.43,13.6,15.81,16.08,8.96,1,134.83,133.83,5.11,40.89,1.2,10.27,22.05,4,124,0.02,56.27,75,1,0,0,-0.016
"(Intercept)168",1711,"FlHyDhpBnpCIa8I4dO00YidXWW",66,"1",89.28,0.7,0.12,0.68,0.7,0.12,0.46,1.1,0.64,0.65,0.56,0.01,0.62,0.78,-0.8,1.01292974374819,-0.114186963971258,63343.57,498.77,150.8,472.72,483.67,134.34,271,1127.24,856.24,1.19,2.03,13.38,390.62,580.84,3.15,4286,116,36.95,42.5,19.5,28.03,17.05,5,249,244,3.02,10.28,3.95,15,48,-0.57,26,711.2,266.07,264.02,370.21,1668.41,1298.2,0.53,-0.14,23.61,737.37,1084.46,4.77,856,34.97,126.87,14.23,20.41,15.71,0,3334.06,3334.06,21.33,536.55,4.34,5.93,33.91,395.77,90,856,-26.84,75.14,-11.49,-15.09,12.54,-1337.95,-0.02,1337.94,-11.19,158.93,2.57,-25.14,-4.28,-690.34,84,19.03,4.21,19,19.17,4.45,5,30,25,-0.38,0.97,0.44,17,22,67,89,2900.56,22.66,12.27,20.9,21.81,11.86,1.41,56.44,55.02,0.65,-0.16,1.08,13.04,30.28,16,112,0.06,42.9,28,2,0,0,0.085
"(Intercept)169",1713,"eiSGDnLjbBEdrVzmf1sWiz8klU",66,"1",55.42,0.44,0.08,0.43,0.43,0.05,0.09,0.76,0.68,0.55,4.78,0.01,0.39,0.46,0.1,0.406253838079164,0.0110971740209567,58603.85,461.45,137.43,455.87,454.73,136,3,1169.64,1166.64,1.08,5.35,12.19,365.06,546.47,2.91,2509,102,24.6,20.03,21,21.78,10.38,3,173,170,4.4,27.93,1.98,16,28,-0.1,36,1086.17,321.51,280.05,37.5,1995,1957.5,-0.08,0.47,28.53,976.31,1368.72,6.29,488,22.15,49.48,7.88,14.47,9.32,-3.46,667.24,670.7,8.85,99.63,2.24,3.5,29.3,252.54,19,488,-14.14,15.63,-8.51,-11.62,8.38,-176.78,-0.18,176.6,-3.41,25.06,0.71,-20.24,-3.99,-58.45,19,17.45,3.88,17,17.43,3.71,9,25,16,-0.01,-0.68,0.52,15,20,6,55,2973.25,23.23,49.36,17.93,18.16,9.46,2.24,565.59,563.35,10.36,110.9,4.36,12.05,24.83,7,121,0.22,50.87,65,2,1,1,-0.271
"(Intercept)170",1716,"DtMwlI4kBbqYZKDCZhQO4lHktw",66,"1",74.33,0.59,0.08,0.58,0.58,0.06,0.42,0.94,0.52,1.17,3.02,0.01,0.53,0.62,-0.31,0.714525393178553,-0.047616168861577,59322.34,467.11,109.16,451.08,464.72,119.08,265.44,828.46,563.02,0.36,-0.07,9.69,383.96,557.34,2.75,2559,100,25.59,37.95,16,18.81,7.41,1,335,334,5.93,42.87,3.79,12,23.25,-0.39,12,804.99,242.32,252.87,457.88,1561.44,1103.56,0.28,-0.67,21.5,745.28,1110.26,5.26,780,22.74,89,9.99,13.69,10.16,0,1988.89,1988.89,17.15,337.73,3.19,4.76,23.72,322.94,50,780,-13.96,19.46,-9.17,-11.14,8.83,-380.17,49.34,429.51,-9.56,162.49,0.7,-18.17,-4.14,-97.22,41,20.81,4.49,21,21,2.97,7,33,26,-0.37,0.9,0.52,19,23,33,74,2174.75,16.99,9.63,15.68,16.14,8.31,2,51,49,0.9,0.69,0.85,10.63,22.09,5,123,0.03,55.78,39,1,0,0,0.126
"(Intercept)171",1717,"FscrMPylleyHMdVWWsbttNeroA",66,"1.25",481.54,3.79,0.86,3.67,3.74,0.85,2.1,6.35,4.25,0.62,0.02,0.08,3.18,4.33,-4.05,4.92311383656766,-0.416797718026124,61600.1,485.04,110.34,470.49,482.75,135.3,296.5,860.81,564.31,0.33,-0.43,9.79,402.44,578.32,2.61,64216,105,611.58,484.44,447,503.68,108.23,203,3864,3661,3.84,19.1,47.28,396,583,-5.15,3,127.95,101.06,84.15,3.87,514.84,510.97,0.72,0.71,8.97,122.07,244.93,1.39,1794,26.52,86.35,3.64,8.79,4.65,0,1097.1,1097.1,6.96,58.29,2.04,1.3,15,774.69,255,1794,-14.93,32.24,-2.83,-7.24,3.9,-345.59,0,345.59,-4.46,27.24,0.76,-12.39,-0.59,-275.64,265,7.45,7.72,5,6.34,7.41,0,34,34,1.01,0.15,0.35,1,12,418,2,785.35,6.14,46.26,2.24,1.99,1.22,0,525.33,525.33,11.04,120.92,4.09,1,2.83,1,127,-0.19,93.87,127,1,1,1,-0.165
